Country Name,Country Code,Year,physicians,gdp,health_expenditure,population_growth,school_enrollment,unemployment,urban_population,log_gdp,shortage
Afghanistan,AFG,2018,0.303,18053222687.4126,2.4323008274520808,1.4507992159542968,-1.8029096120033992,0.7811078351747359,-1.6832411165809713,-0.6041060890444033,1
Angola,AGO,2018,0.211,89512794227.495,-1.6212607236073602,1.8803082820756005,-0.11362812175394851,1.8013122533909567,0.18863105493781995,0.12181640240241345,1
Andorra,AND,2018,4.535,3218418631.67579,0.10741840235536168,0.6336615919559513,-1.5749327110876443,-0.381566904291458,1.2252206372788812,-1.3859678249136616,0
United Arab Emirates,ARE,2018,2.605,440560108917.631,-1.0087215381622732,0.19895716422556647,-0.07969698362235164,-0.9077924919129673,1.0581601502178786,0.8443873325832125,0
Argentina,ARG,2018,5.167,524819892360.176,1.0587592224474434,-0.2024226808498183,1.4305002283022095,0.40923295297096757,1.374511092167694,0.9237364101927802,0
Armenia,ARM,2018,2.893,12457940694.7395,1.001762627181084,-1.130961328472863,0.08966024595970158,2.247109525971945,0.14178483372636752,-0.7723027815470827,0
Australia,AUS,2018,3.726,1433144978761.67,1.030230899740883,0.3305028741363482,1.9184676036427986,-0.32150496210996715,1.166540635598659,1.3792110432028288,0
Austria,AUT,2018,5.241,452582294972.775,1.1754433082858715,-0.4683976419342396,1.2225617679604297,-0.3991989030166368,0.2908234585813149,0.8565941465279863,0
Azerbaijan,AZE,2018,3.236,47112470051.7701,-1.0978722624176291,-0.16809872588132455,-1.046219650926313,-0.4054219613902292,-0.20929404264752713,-0.1691968338447236,0
Burundi,BDI,2018,0.094,2913411408.44783,0.07887920166495264,1.53645361848288,-2.0199530401438404,-1.1131534182415188,-2.0183377211328364,-1.4311109831741045,1
Belgium,BEL,2018,3.355,542638913427.921,1.338164366204827,-0.4936470207395504,0.9535597298858475,-0.20911275633235757,1.1510421747496313,0.9388750347714543,0
Benin,BEN,2018,0.073,14262408089.9261,-1.2340563902427768,1.3738585575262872,-1.7399873420222,-1.0605402883556916,-0.6301085057059663,-0.7109715359964096,1
Burkina Faso,BFA,2018,0.082,15890066221.2882,-0.7208652390597047,1.2816058842188969,-1.9495561175428169,-0.44408035431709153,-1.6335955900819268,-0.6619738056474858,1
Bangladesh,BGD,2018,0.573,321362752441.78,-1.6153562622093962,-0.20401765745829323,-1.4211017316588261,-0.49235620109405137,-1.430519851367239,0.7013497532017853,1
Bulgaria,BGR,2018,4.217,66097226262.2191,0.09484261913795006,-1.9400465070008905,1.113503426109225,-0.3467743506572819,0.5424974719056904,-0.015679901250394687,0
Bahrain,BHR,2018,0.729,39567978723.4043,-1.0615773587618564,-0.749965441525522,-0.19726806276496606,-1.1054217396561465,1.7515048820620425,-0.2483234273443901,0
Bosnia and Herzegovina,BIH,2018,2.457,20484058033.1144,0.5782055251408851,-1.8225974479271703,-0.2157733256751906,2.14037464598851,-0.5853819751976658,-0.5468311262942961,0
Belarus,BLR,2018,4.486,60031026576.26,-0.5225299479236666,-1.0233907289785824,1.1763025315521214,-0.43125708251696165,0.7079615402711508,-0.059326748915678414,0
Belize,BLZ,2018,1.086,2285915050.0,-0.7851863218947513,0.6223741266068952,-1.22103728418753,0.4329937213065024,-0.8513235890581132,-1.5410873821650868,0
Brunei Darussalam,BRN,2018,1.763,13566908391.0895,-1.581392677950783,0.06239030533058043,-1.0878447786638683,0.3111726392052677,0.598232935713932,-0.7336387532000322,0
Bhutan,BTN,2018,0.421,2583335721.85904,-1.3591501616656843,-0.28675164929721486,-1.6061481961691657,-0.6977171274226031,-1.0665038615022002,-1.485629491147169,1
Botswana,BWA,2018,0.402,17031943186.1353,-0.3478870043158031,0.2695193165442027,-0.11362812175394851,2.3789252169762216,0.201669387493917,-0.6305093242412189,1
Central African Republic,CAF,2018,0.069,2220979146.11241,1.3385194731544297,0.5400918499182403,-0.11362812175394851,-0.2309877494031674,-0.9375293335890272,-1.554153631463868,1
Canada,CAN,2018,2.411,1725329192783.02,1.3139385481896209,0.2807990424985522,0.563860736736558,-0.22872481908549752,0.9065683433992333,1.4633382081868918,0
Switzerland,CHE,2018,4.338,725568717468.001,1.407977268619967,-0.2707860323317545,0.3645924185849083,-0.4406859588405866,0.803169260447595,1.070593586372552,0
Chile,CHL,2018,2.569,295857562991.709,0.710742502554461,0.5596509088700873,1.4349992391878295,0.10807464319438621,1.2002136534383319,0.6638568494018902,0
China,CHN,2018,2.122,14147765772963.8,-0.6783007808221304,-0.4837591113117613,-0.07222161349469854,-0.5166827020090039,-0.011636005223977931,2.4173588173058507,0
Cameroon,CMR,2018,0.131,39955552189.795,-1.1717008937396496,1.3395468182086088,-1.621517038920482,-0.6490641255926982,-0.37187781556245875,-0.2439039065793642,1
Colombia,COL,2018,2.242,334198218098.276,0.2231293511104899,0.6022135470148435,0.08415772544225161,0.4356338066771172,0.7110394764468638,0.7191066635620224,0
Comoros,COM,2018,0.285,1178530633.24599,-0.7348510622136051,0.6921687606279605,-0.11362812175394851,-0.579856173377291,-1.3897705283014048,-1.8414652373279328,1
Cabo Verde,CPV,2018,0.711,2205099506.99994,-0.7749130532004957,-0.7735291779877295,-1.2329100198545222,0.9655366560648402,0.3958062696825546,-1.5574070259179245,0
Costa Rica,CRI,2018,2.253,62420164991.5374,0.07612761292745512,-0.13786841892456494,-0.10351183254107789,0.36963167241174255,0.6777891783863859,-0.04163190356451513,0
Cuba,CUB,2018,8.505,100050036100.0,1.3465467070702062,-1.0000148819962058,-0.5127665323843895,-1.0088700461022269,0.6989104229286429,0.17227498355915674,0
Cyprus,CYP,2018,2.789,25754001367.5448,-0.0945351492276327,0.1784204358157466,1.04181629803855,0.2742114440166579,0.2322444873025499,-0.4430278919520966,0
Czechia,CZE,2018,4.069,251992360762.236,0.10535073111431148,-0.5892668101390774,0.46176086000967714,-0.9059067166482423,0.5081349309311413,0.5910951983423934,0
Germany,DEU,2018,4.287,4055433215301.96,1.4028369855873932,-0.616110411872612,0.5563923958832795,-0.6913054915225381,0.8878958733333364,1.8508334719808677,0
Dominica,DMA,2018,1.158,628244444.444444,-0.29858330833583946,-1.2271965626377275,-0.11362812175394851,-0.381566904291458,0.42507812185058885,-2.1266978424021685,0
Denmark,DNK,2018,4.196,355293374912.393,1.048119325534709,-0.4614556361366502,1.0339795445911424,-0.3618605527750819,1.206804942572343,0.7468592015319122,0
Dominican Republic,DOM,2018,1.426,84994732049.3461,-0.9681799560639228,-0.003422823584267713,-0.11362812175394851,-0.22419895845015753,0.5497659305576922,0.0983336788970616,0
Algeria,DZA,2018,1.708,194554483655.528,-0.3845477295310526,0.6803424865062337,-0.09283137393953796,0.9545991595294353,0.46487480576292156,0.4738062282919383,0
Ecuador,ECU,2018,2.341,107478961000.0,0.26256779468839564,0.5044902475492081,-0.31416752304317946,-0.6637731726575532,0.05903330416283366,0.2047497583044536,0
Eritrea,ERI,2018,0.088,53975431394.2274,-0.9580256508526118,0.20485265484568274,-0.11362812175394851,-0.24399959872976987,-1.2094373948836126,-0.10753814080774557,1
Spain,ESP,2018,3.996,1431642809327.06,0.683793008926146,-0.49650630861821393,1.4739733976078901,1.5472983252325005,0.8153412060619509,1.3787355548735112,0
Estonia,EST,2018,3.483,31222632740.7247,-0.16986356725652044,-0.5784884700083066,0.6721308399160905,-0.30887026783630966,0.3446647724811653,-0.3557238852989448,0
Ethiopia,ETH,2018,0.075,83337901071.9697,-1.279249985019809,1.2813010610763291,-0.11362812175394851,-0.7993604141912801,-1.8762879424737589,0.08940808194593924,1
Finland,FIN,2018,3.463,273869255596.078,0.6955848931779108,-0.7490479145309543,1.4823516658509677,0.058667331258591325,0.48489214180816265,0.6288418385277176,0
France,FRA,2018,3.214,2781576320884.39,1.4452693321406442,-0.5702094985776565,0.4917985031922517,0.3711402926235227,0.7747400970881742,1.6798829326270812,0
Gabon,GAB,2018,0.618,16867326401.9626,-1.4669144573146802,1.1547115015020055,-0.11362812175394851,2.528655772995386,1.268538949090642,-0.6349128500308847,0
United Kingdom,GBR,2018,2.828,2897028009916.05,0.9301271212949477,-0.46730539580238306,0.23586507289007047,-0.5477979938769663,0.9476259966008408,1.6983217001433821,0
Georgia,GEO,2018,7.51,17902544880.6471,0.2358831711173799,-0.8849879914485942,0.46006983566367277,1.0592596867216724,-0.15801776158894343,-0.607906203049472,0
Ghana,GHA,2018,0.144,67259353965.6087,-1.576626650659156,0.7891128103252157,-1.567302850449264,-0.7252494462875879,-0.29931433888571557,-0.007777414869596714,1
Guinea,GIN,2018,0.219,11857030366.7891,-1.131290204828058,1.1602328227748517,-0.11362812175394851,-0.4176795006109417,-1.1860660856923817,-0.7947177281863795,1
Guinea-Bissau,GNB,2018,0.301,1554133593.91699,0.07468868302635147,1.0257828426659799,-0.11362812175394851,-0.7397699158259704,-0.8384979387921245,-1.7160316941141116,1
Greece,GRC,2018,6.105,213298873494.394,0.34392491661976526,-1.0147249271294687,3.4188916277067607,2.2872765391105867,0.7462376297498121,0.5155110891390202,0
Grenada,GRD,2018,1.383,1166514814.81481,-0.8435793255815432,-0.6807250230726816,1.7855686165796494,-0.381566904291458,-1.1761464706840892,-1.84611166575155,0
Guatemala,GTM,2018,0.363,73328356007.6152,-0.32524488596547846,0.46513518687596883,-0.11362812175394851,-0.8989293481687597,-0.36217018945879326,0.03139255869710631,1
Guyana,GUY,2018,1.79,4787636997.85343,-0.7342589983310915,1.488751476247682,-0.11362812175394851,1.2402941121352717,-1.6182256101878905,-1.2059006825898013,0
Croatia,HRV,2018,3.497,61667925219.0755,-0.11864800775348343,-1.8920709865352419,0.7038943333435126,0.23989033419866299,-0.2592568295270635,-0.047129145731059634,0
Haiti,HTI,2018,0.238,16403864617.8458,-0.9345358530174451,0.19740585223381588,-0.11362812175394851,1.2981874127623287,-0.47533530007549785,-0.6475452838509452,1
Hungary,HUN,2018,3.384,161184691013.835,-0.17276999027539244,-1.0153639617846688,-0.17186545028954803,-0.6379380515308208,0.3991998187667542,0.3884934919222245,0
Indonesia,IDN,2018,0.421,1042271532988.63,-1.4276954385999707,-0.08620215645247943,-0.7600371712531633,-0.5021622324706214,-0.30493780336946225,1.2348166674489094,1
India,IND,2018,0.84,2702929641648.74,-1.4307874510510497,0.01480069535378623,-1.0708789867634312,0.11354339146208868,-1.2940076329611874,1.6668786618104923,0
Ireland,IRL,2018,3.276,395780319816.603,-0.1072490447193325,0.29519824983365556,0.8801552697805989,-0.24682826162685745,0.06091656203753152,0.7957882759339421,0
Iraq,IRQ,2018,0.676,227367469034.031,-1.016391878225593,0.9927615806533511,-0.11362812175394851,1.2084245101614193,0.3719666503193776,0.5444713078998612,0
Iceland,ISL,2018,3.891,26677652544.3499,0.46832689796279536,1.2665658095469736,0.5634424317679931,-0.8195382095238376,1.4699809722232735,-0.42705172023845844,0
Israel,ISR,2018,3.477,376299083108.497,0.05898234471421058,0.6714871201273306,0.08706410836382802,-0.590793669912696,1.368906804202862,0.7729027917009617,0
Italy,ITA,2018,3.987,2099435266458.67,0.5420148132377984,-0.6611048174986488,0.36945449131768876,0.6577781328617215,0.35380796740402765,1.5523185718588173,0
Jamaica,JAM,2018,0.548,16855447986.2221,-0.07602544624235297,-0.7323209729018575,-0.11362812175394851,-0.29793277130090473,-0.24990339251150567,-0.6352322600980173,1
Japan,JPN,2018,2.485,5040880939324.86,1.2517412929959761,-0.9545454409730335,0.2790823648003412,-0.86423108329782,1.3685455877294654,1.9494589734692354,0
Kazakhstan,KAZ,2018,3.531,179339977690.485,-1.4164477394451114,0.32910649068916,-0.1293438681149404,-0.4148508377138543,-0.16099516290776866,0.4368861970421235,0
Kenya,KEN,2018,0.16,92202979985.2863,-1.0085542091754198,0.7540077205598679,-0.11362812175394851,-0.5215857176972888,-1.3903823805248916,0.13524203410131003,1
Cambodia,KHM,2018,0.211,33145892168.8958,-0.8730749413481658,0.1307122288700405,-1.6724685112452093,-1.305125340190523,-1.1043202519946058,-0.3286215346704286,1
Kuwait,KWT,2018,2.03,138646316350.727,-0.6433505096511486,2.297542663859373,-0.12374441096681915,-0.9142041278130322,1.7515048820620425,0.32019998394571075,0
Lebanon,LBN,2018,2.412,54901519155.5556,0.3431215455184487,-3.149478725746274,-0.3182170771257098,0.698699456106254,1.2602424395927296,-0.09982484427257832,0
Liberia,LBR,2018,0.14,3422754800.0,1.1480656727337886,0.6951070789354549,-0.11362812175394851,-0.7527817651525729,-0.4318435909929097,-1.3580584003290408,1
Sri Lanka,LKA,2018,0.958,94450015982.8405,-1.164149517159274,-0.057150913570906646,-1.4882540963812507,-0.5151740817972239,-1.9431365748629528,0.14615918728597513,0
Lesotho,LSO,2018,0.457,2556247291.99785,1.3832882547524388,0.11250593215756999,-1.805201513043227,1.8035751837086267,-1.1075873867460053,-1.4904088905666624,1
Lithuania,LTU,2018,4.596,54261795148.5372,-0.20191975014375782,-1.509691138444833,0.5785379172517024,-0.17026578587902266,0.2469414254579953,-0.10513899986003551,0
Latvia,LVA,2018,3.303,33247935477.3576,-0.2224841395426839,-1.4710254822482796,1.5078509282909829,0.06828478510868882,0.2867639049145677,-0.3272278307427955,0
Monaco,MCO,2018,8.298,7184333936.01355,-1.0259692146289745,0.14000867405319917,-0.11362812175394851,-0.381566904291458,1.7515048820620425,-1.021880326899019,0
Madagascar,MDG,2018,0.195,13760033282.2925,-0.966835970267784,1.207338725913733,-1.9973854376609352,-0.8951577976393098,-1.4579724658303252,-0.7272300846555679,1
Maldives,MDV,2018,1.862,5404344162.69888,0.07890533469373644,1.6646693077709216,-0.11362812175394851,-0.39373015474893436,-1.0103511452366876,-1.1509637234852435,0
Mexico,MEX,2018,2.456,1256300182879.73,-0.6208200506056264,-0.10452602030862401,-0.5411718480550423,-0.7118604419080405,0.7452327124611084,1.3194978839169607,0
North Macedonia,MKD,2018,3.315,12683068114.2388,-0.20599325557624404,-1.2557119669147663,-0.4527885715245882,2.669900340323288,-0.07310201274135845,-0.7641825080064666,0
Mali,MLI,2018,0.12,20368015381.2413,-1.1333048033525386,1.6207374996285238,-0.11362812175394851,-1.0239562482200266,-1.5595571044719987,-0.5494069614551496,1
Malta,MLT,2018,3.972,16153779510.9928,0.35754556830646567,1.9433327451594746,0.0638442277252377,-0.5834391463802685,1.5098955104124392,-0.6545108553893589,0
Myanmar,MMR,2018,0.696,67860515993.1186,-0.8601177615856409,-0.28044729805554625,-1.3891507057831927,-1.1848128783010685,-1.4545166224573598,-0.003742925780711045,0
Montenegro,MNE,2018,2.809,5433467174.79183,0.4361215614434462,-0.7964169944632196,0.11855425850815782,1.5350407860117878,0.15255257443849182,-1.1485269839649663,0
Mongolia,MNG,2018,3.526,13178094720.4986,-0.8603402701326194,0.6225352268953919,0.3944849479711204,-0.31547048126284716,0.28000027137275535,-0.7468226207029471,0
Mozambique,MOZ,2018,0.085,15017358952.8452,0.3120519678565923,1.5062983804934513,-1.903907665465775,-0.5355404546562538,-1.3172802710186353,-0.6875852801569765,1
Mauritania,MRT,2018,0.196,7473550557.07378,-1.4222335607044576,1.5004902819373398,-1.9968281326413893,0.633828786999714,-0.3033430159706629,-1.0039857398952015,1
Mauritius,MUS,2018,1.858,14957535715.9696,-0.4966258128865655,-0.8108945401402643,-0.590236754555302,-0.11765265599319538,-1.0261436971038715,-0.6893950617908009,0
Malawi,MWI,2018,0.15,9879220354.29186,-0.06116711416300426,1.2610490390869946,-2.1339387562585648,-0.38260408068705687,-2.0943534611297094,-0.8774578554977489,1
Malaysia,MYS,2018,1.858,358788845712.53,-1.124138240177186,0.4934231133636976,-0.4745109262011422,-0.707146003746228,0.5866105873864952,0.751298090532228,0
Namibia,NAM,2018,0.335,13682019076.4022,0.5307176117684524,1.3412520290711036,-1.2564532484819413,2.4189036525883916,-0.6563039447324529,-0.7298080176872802,1
Niger,NER,2018,0.037,12837307496.8821,-0.5987325018105055,1.8784454906510744,-2.0285181678858275,-1.2283742869162158,-2.0658338222757475,-0.7587019237114082,1
Nigeria,NGA,2018,0.364,421739251509.08,-1.3517554028659127,0.9767783672821615,-0.11362812175394851,-0.3735523594163769,-0.16481772422611304,0.8245919601538599,1
Nicaragua,NIC,2018,0.682,13025221974.232,0.4891486864632793,0.19017837904812757,-0.11362812175394851,-0.34884870344847946,-0.1550608134694907,-0.752113064278563,0
Netherlands,NLD,2018,3.632,929733599796.862,0.9491444884864257,-0.39169946702832004,1.1341424411472283,-0.6068227596628585,1.412899817942613,1.1830111067675873,0
Norway,NOR,2018,4.466,439788625883.8,0.9864274643297317,-0.33139545304036644,1.2033605051270986,-0.6126686629835059,0.9384047444624635,0.8435926657191871,0
Nepal,NPL,2018,0.749,33111525237.149,-0.8623957666088924,-0.6608699302285468,-1.6985259135924873,0.6681498968177089,0.18575548328340966,-0.3290918830511997,0
New Zealand,NZL,2018,3.311,211985631173.205,0.51308236798545,0.5642865552009414,1.0383962366155786,-0.5119682638471913,1.0096897417623303,0.5127109471833647,0
Oman,OMN,2018,2.104,91505851755.5267,-1.309550027011338,0.19442064497162773,-0.40895674374408714,-0.9900122934549769,0.7882105957696091,0.13180092789711592,0
Pakistan,PAK,2018,0.917,356128166704.921,-1.4410134059613613,0.4316343711719601,-1.8742494867952462,-0.5594898005182611,-1.1451970514285168,0.7479232580987256,0
Panama,PAN,2018,1.609,67316471181.2488,0.18349566201771766,0.47075159795195715,-0.11362812175394851,-0.356203226980907,0.18115323100493402,-0.007392545489158204,0
Peru,PER,2018,1.373,222597009739.235,-0.673459935057109,0.5811491296020607,-0.11362812175394851,-0.6709391186635082,0.958567933175301,0.5348571424060482,0
Philippines,PHL,2018,0.695,346841896587.313,-1.0579799523221096,0.12530999113705127,-1.080347332841834,-0.8885575842127723,-0.3913456300015619,0.7359436364048743,0
Palau,PLW,2018,1.573,287998352.050781,1.4053181869923042,-0.8451870301909219,-0.11362812175394851,-0.381566904291458,0.815070142386716,-2.4803398174913904,0
Papua New Guinea,PNG,2018,0.064,24109780708.0268,-1.6207011234951698,0.9860397687518856,-0.11362812175394851,-0.8297213959533526,-2.2001230694565717,-0.47293991039062316,1
Poland,POL,2018,2.341,594616687350.017,-0.27612572089050696,-0.8542360154026362,0.630492611234423,-0.606257027083441,-0.07789690841003603,0.9803490061550316,0
Portugal,PRT,2018,5.276,242092894542.888,0.8029148012522117,-0.9808532823717103,0.3948713096511756,-0.015820791698045792,-0.0288961625148473,0.5729240921466963,0
Paraguay,PRY,2018,1.466,40225448340.6341,-0.10797467703744827,0.24656413093910426,-0.11362812175394851,-0.15706535902594781,0.09940582715639985,-0.24085151520480239,0
Qatar,QAT,2018,2.504,183335164835.165,-1.395638768994432,0.22448340564534097,-1.5058449582210378,-1.3087083131935004,1.7091695206363953,0.44687584682664133,0
Romania,ROU,2018,3.028,241791427223.903,-0.5267660751303455,-1.3192744671933037,-0.1282239210857066,-0.5398777377651212,-0.3942911707516213,0.572359139429438,0
Russian Federation,RUS,2018,4.097,1657328773461.31,-0.580999720360682,-0.7969581406921705,1.0510285975179436,-0.4108907096579316,0.5857326806351105,1.44510658341704,0
Rwanda,RWA,2018,0.132,9637904520.86283,-0.5462758548867118,0.980052334704993,-1.931904056326394,0.6994537662121438,-1.8415729027566459,-0.8886704332499987,1
Saudi Arabia,SAU,2018,2.899,886564800000.0,-0.5859611531375262,-2.8762369831249917,0.7172377882072805,-0.1925179340027776,0.994533884123881,1.1614546226559763,0
Singapore,SGP,2018,2.443,377123710560.614,-1.0174977736818684,-0.4821499112962245,1.3428468565392648,-0.6481212379603357,1.7515048820620425,0.7738952963842671,0
Sierra Leone,SLE,2018,0.075,6390514688.52816,-0.6000373765577061,1.0046016262154076,-0.11362812175394851,-0.7275123766052579,-0.8954593890597591,-1.0749682527547508,1
El Salvador,SLV,2018,2.963,26020850000.0,0.42904084826750954,-0.7741639523913751,-1.0772485031048762,-0.5740102700566435,0.4581185571364343,-0.43835416513451186,0
Serbia,SRB,2018,2.966,52787520248.9242,0.3820528116084574,-1.2866973739918635,0.4764523389492027,1.0717058034688574,-0.041716601455139404,-0.11762822211403648,0
South Sudan,SSD,2018,0.041,53975431394.2274,1.5769613870052093,-1.9121722512151933,-0.11362812175394851,1.094335106645557,-1.9293379316926456,-0.10753814080774557,1
Suriname,SUR,2018,0.787,3996198866.57453,-0.15538906871741479,-0.08428692825762715,-0.11362812175394851,0.14465868333005105,0.1976113214320864,-1.2878273929842503,0
Slovenia,SVN,2018,3.185,53689067639.9176,0.4390932285400405,-0.5669710470921215,0.8809015258445132,-0.3661978358839495,-0.3005569919199465,-0.10995004418404852,0
Sweden,SWE,2018,4.322,549649344043.182,1.3713597149776655,0.06575209191104975,0.7256595774677861,-0.12915588510801781,1.1778511285396775,0.9446950852518561,0
Eswatini,SWZ,2018,0.238,4643751059.28203,0.08752981961573898,-0.12359632881343754,-0.11362812175394851,3.662383862148052,-1.7263460107625728,-1.2197360212569994,1
Seychelles,SYC,2018,2.087,1784313926.76807,-0.9003099139800265,-0.09843716625263231,-0.6520301150002344,-0.381566904291458,-0.825044932344987,-1.6534097375458339,0
Syrian Arab Republic,SYR,2018,1.5,21497782867.6426,-1.0631851560880798,0.5874019207933957,-0.11362812175394851,1.2172876539056268,0.5636116801323217,-0.5249305070835568,0
Chad,TCD,2018,0.05,15327000248.8701,-1.2841497441210137,1.8061350761961743,-0.11362812175394851,-1.1154163485591888,-1.7359320990665665,-0.6783317096543905,1
Togo,TGO,2018,0.074,7029215766.46367,-0.3068280202416077,1.103175083033355,-1.6869835445573123,-0.7825770143352279,-0.9498548215537103,-1.0317770340449153,1
Thailand,THA,2018,0.518,506754208404.485,-1.08637145953531,-0.614207833365288,-0.3605980892867449,-1.1851900333540137,-0.32835383531768336,0.9078541706910244,1
Tajikistan,TJK,2018,1.934,7764999999.45362,-0.016471854257461307,1.0521635896581363,-0.11362812175394851,-0.004128985056750953,-1.626696175450577,-0.9866402772082848,0
Turkmenistan,TKM,2018,1.971,40765428571.4286,-0.5136853880461915,0.9322428955823072,-0.11362812175394851,-0.5683529442624686,-0.6737470654086385,-0.2348056069605695,0
Timor-Leste,TLS,2018,0.718,1555988614.43594,-0.22461770155010852,0.6656908986632233,-0.11362812175394851,-0.6194574539365159,-1.4886327290424535,-1.715490834352456,0
Trinidad and Tobago,TTO,2018,3.939,23883058083.2171,-0.13999677602910887,-0.7047973950679649,-0.11362812175394851,-0.6699962310311457,-0.3582550993785385,-0.4772237678331732,0
United States,USA,2018,2.548,20533057312000.0,3.2167367216688465,-0.3897201474130329,1.3194296382514181,-0.5947537979686185,0.848426647381721,2.5862417058838014,0
Uzbekistan,UZB,2018,2.329,58695899092.1083,-0.8541719938009461,0.5134735309531115,-1.8043995381678375,-0.31264181836575955,-0.5116699704462372,-0.06952451813294266,0
Viet Nam,VNM,2018,0.881,310106478394.659,-0.6927814501324245,0.023205917962005645,-0.11362812175394851,-1.1105133328709038,-1.2737388531413543,0.6851837810174072,0
Vanuatu,VUT,2018,0.137,914727908.137793,-1.232697796090355,1.042707975567263,-0.11362812175394851,-0.31999634189818715,-1.7164978718368191,-1.9563559538220936,1
South Africa,ZAF,2018,0.742,405260723892.517,0.34708647192628966,0.4780794384810541,-1.3102296759626106,3.7444150861635883,0.07432127272258406,0.8065208950079825,0
Zambia,ZMB,2018,0.224,26311507273.6735,-0.7801937255321371,1.5261889136057154,-0.11362812175394851,-0.3805297278958593,-0.853767944990069,-0.43331766648965764,1
Zimbabwe,ZWE,2018,0.201,34141666666.6667,-0.8131024584908522,0.3237086792097842,-0.11362812175394851,-0.049387591410150644,-1.206531647559541,-0.3152009544633421,1
Afghanistan,AFG,2019,0.214,18799444490.1128,2.644312923271546,1.509061963982646,-0.05365171091503274,0.7801649475423733,-1.6766207694040625,-0.5857419009352004,1
Albania,ALB,2019,1.645,15585111614.0376,-0.09556362924503337,-2.075985297110797,0.24716547271187153,0.8327780774282006,-0.22853968723434975,-0.6707598613865502,0
Andorra,AND,2019,4.392,3155150255.91195,0.08855391576480476,0.5161928025498463,-1.5860161711473681,-0.40862777934026173,1.2266439580567632,-1.3949696718561617,0
United Arab Emirates,ARE,2019,2.71,433926208304.969,-0.905125280212165,-0.01907610080812324,-0.052975284028405734,-0.8898776268980797,1.065929264776378,0.8375081374120444,0
Argentina,ARG,2019,5.25,447754683615.225,1.0404546661206517,-0.29116238229772184,1.5943134505406074,0.5267167519633345,1.3785773427568635,0.8517318131467446,0
Armenia,ARM,2019,3.026,13619290539.2116,1.4695454625329636,-1.027622861693707,-0.0644213130113404,2.1222712034471503,0.14885666694451644,-0.7318915287072735,0
Australia,AUS,2019,3.808,1398349602956.35,1.0864380821699324,0.3158492022035396,2.1751614363223846,-0.35959762245741195,1.169984351623572,1.3680670454208812,0
Austria,AUT,2019,5.318,442983642371.842,1.2127431592993665,-0.5019700279628334,1.2406468410267344,-0.46953832039087906,0.30057462829825027,0.846874674028166,0
Azerbaijan,AZE,2019,3.148,48174235294.1176,-0.9803538869530766,-0.18367424264065857,-0.8887258883764652,-0.3865642087429793,-0.1659404411116479,-0.15909203839551053,0
